"#","Event code","Title","ELIXIR Node","Start date","End date","Duration","Event type","Funding","Organising Institution/s","Location (city, country)","EXCELERATE subtask","Target audience","Additional ELIXIR Platforms involved","ELIXIR Communities involved","Number of participants","Number of trainers/ facilitators","Url to event page/ agenda","Main organiser"
"1145","6467","Metabolite Identification with the Q Exactive and LTQ Orbitrap","ELIXIR-UK","19.07.2017","20.07.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Birmingham Metabolomics Training Centre University of Birmingham","United Kingdom","","Academia/ Research Institution","NA","NA","2","3","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1146","6199","RNA-seq data analysis","ELIXIR-IT","18.07.2017","20.07.2017","3.00 Days","Training - face to face","ELIXIR Node","University of Milan, CNR","Italy","","Academia/ Research Institution","NA","NA","30","4","https://elixir-iib-training.github.io/website/2017/07/18/RNA-seq-Milano.html","ELIXIR-IT"
"1147","6466","GATK Best Practices for Variant Discovery","ELIXIR-UK","17.07.2017","19.07.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","41","3","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1148","6465","Variant Analysis with GATK","ELIXIR-UK","12.07.2017","14.07.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","26","1","https://training.csx.cam.ac.uk/bioinformatics/event/2047357","ELIXIR-UK"
"1149","6464","Data Manipulation and Visualisation with Python","ELIXIR-UK","10.07.2017","14.07.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","13","2","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1150","6463","Protein Structure Analysis","ELIXIR-UK","10.07.2017","11.07.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","28","6","https://training.csx.cam.ac.uk/bioinformatics/event/2052063","ELIXIR-UK"
"1151","6167","Bioinformatic and Biostatistic tools in medical genomics","ELIXIR-FR","04.07.2017","08.07.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","French Institute of Bioinformatics (IFB), Genopole","France","","Academia/ Research Institution","NA","NA","20","14","https://www.genopole.fr/IMG/pdf/summerschool_genopole2017.pdf","ELIXIR-FR"
"1152","6626","ELIXIR EXCELERATE Train the Trainer - clinical bioinformatics","ELIXIR-UK, ELIXIR-IT","03.07.2017","05.07.2017","3.00 Days","Training - face to face","EXCELERATE","University of Cambridge, EMBL-EBI","United Kingdom","WP11 - TtT","Academia/ Research Institution","NA","NA","16","2","https://training.csx.cam.ac.uk/bioinformatics/event/2121423","ELIXIR-UK"
"1153","6198","Galaxy for bioinformatics tool developers","ELIXIR-IT","03.07.2017","05.07.2017","3.00 Days","Training - face to face","ELIXIR Node","CNR, CRS4","Italy","","Academia/ Research Institution","NA","NA","25","2","https://elixir-iib-training.github.io/website/2017/07/03/Galaxy-Cagliari.html","ELIXIR-IT"
"1154","5985","Workflow Management with CWL: Bring your own Workflow","ELIXIR-DE","03.07.2017","04.07.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","NA","12","4","https://www.denbi.de/training-archive-sorted-according-by-date/2017/226-workflow-management-with-cwl-bring-your-own-workflow","ELIXIR-DE"
"1155","6462","Introduction to RNA-seq Data Analysis","ELIXIR-UK","29.06.2017","30.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","12","4","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1156","5984","BIMSB Galaxy Course - using Galaxy for RNA-seq analysis","ELIXIR-DE","29.06.2017","29.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","MDC Berlin","Germany","","Academia/ Research Institution","NA","Galaxy","17","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/225-bimsb-galaxy-course-using-galaxy-for-rna-seq-analysis","ELIXIR-DE"
"1157","5980","Advanced customisation of a Galaxy instance - GCC","ELIXIR-DE","28.06.2017","28.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","France","","Academia/ Research Institution","NA","Galaxy","43","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/224-advanced-customisation-of-a-galaxy-instance-gcc-2017","ELIXIR-DE"
"1158","5981","Galaxy for Proteomics - GCC","ELIXIR-DE","28.06.2017","28.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","France","","Academia/ Research Institution","NA","Galaxy","21","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/223-galaxy-for-proteomics","ELIXIR-DE"
"1159","5982","Galaxy for Training & Education - GCC","ELIXIR-DE","28.06.2017","28.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","France","","Academia/ Research Institution","NA","Galaxy","52","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/222-galaxy-for-training-education-gcc-2017","ELIXIR-DE"
"1160","5983","How to analyze metagenomic and amplicon data in Galaxy - GCC","ELIXIR-DE","28.06.2017","28.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","France","","Academia/ Research Institution","NA","Galaxy","22","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/221-how-to-analyze-metagenomic-and-amplicon-data-in-galaxy-gcc-2017","ELIXIR-DE"
"1161","6461","Image Analysis for Biologists","ELIXIR-UK","26.06.2017","28.06.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","32","3","https://training.csx.cam.ac.uk/bioinformatics/event/2046117","ELIXIR-UK"
"1162","5979","Introduction to Linux & Version Control","ELIXIR-DE","26.06.2017","28.06.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","NA","21","4","https://www.denbi.de/training-archive-sorted-according-by-date/2017/220-introduction-to-linux-version-control","ELIXIR-DE"
"1163","6226","BioSB Course Quantitative and Predictive Modeling","ELIXIR-NL","26.06.2017","30.06.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","BioSB","Netherlands","","Academia/ Research Institution","NA","NA","8","4","https://www.biosb.nl/archive-courses/quantitative-and-predictive-modelling-2017/","ELIXIR-NL"
"1164","6166","GCC2017 is the 8th annual gathering of the Galaxy community","ELIXIR-FR","26.06.2017","29.06.2017","4.00 Days","Knowledge exchange workshop","ELIXIR Node","French Institute of Bioinformatics (IFB)","France","","Academia/ Research Institution","NA","Galaxy","","","https://gcc2017.sciencesconf.org/","ELIXIR-FR"
"1165","5978","de.NBI Summer School on Cloud Computing for Bioinformatics","ELIXIR-DE","25.06.2017","29.06.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Gießen","Germany","","Academia/ Research Institution","NA","NA","24","15","https://www.denbi.de/training-archive-sorted-according-by-date/2017/219-de-nbi-summer-school-on-cloud-computing-for-bioinformatics","ELIXIR-DE"
"1166","6460","Introduction to RNA-seq and ChIP-seq data analysis","ELIXIR-UK","22.06.2017","23.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","40","4","https://training.csx.cam.ac.uk/bioinformatics/event/2017446","ELIXIR-UK"
"1167","6459","Working with Python: functions and modules","ELIXIR-UK","21.06.2017","21.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","25","2","https://training.csx.cam.ac.uk/bioinformatics/event/2052492","ELIXIR-UK"
"1168","6197","Bari summer school in metagenomics","ELIXIR-IT","21.06.2017","25.06.2017","5.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","CNR","Italy","","Academia/ Research Institution","NA","NA","25","8","https://elixir-iib-training.github.io/website/2017/06/19/metagenomics-workshop-and-school-bari.html","ELIXIR-IT"
"1169","6458","An introduction to metabolomics and its application in life-sciences","ELIXIR-UK","19.06.2017","20.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","39","3","https://training.csx.cam.ac.uk/bioinformatics/event/2013503","ELIXIR-UK"
"1170","6314","Genome Assembly and Annotation 2","ELIXIR-SI, ELIXIR-BE, ELIXIR-FR, ELIXIR-NO, ELIXIR-SE","19.06.2017","23.06.2017","5.00 Days","Training - face to face","EXCELERATE","University of Ljubljana Faculty of Medicine","Slovenia","WP10, WP11 - eLearning","Academia/ Research Institution","NA","NA","21","9","https://elixir.mf.uni-lj.si/enrol/index.php?id=22","ELIXIR-SI"
"1171","5977","Software Carpentry Course","ELIXIR-DE","19.06.2017","20.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","NA","34","6","https://www.denbi.de/training-archive-sorted-according-by-date/2017/175-software-carpentry-workshop-berlin","ELIXIR-DE"
"1172","5976","Fiji Developer Training (Learnathon)","ELIXIR-DE","18.06.2017","23.06.2017","6.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","CSBD","Germany","","Academia/ Research Institution","NA","NA","25","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/262-fiji-developer-training-learnathon","ELIXIR-DE"
"1173","5975","MetaProteomeAnalyzer Workshop - 2nd International Metaproteomics Symposium","ELIXIR-DE","16.06.2017","16.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Magdeburg","Italy","","Academia/ Research Institution","NA","Proteomics","25","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/261-metaproteomeanalyzer-workshop-2nd-international-metaproteomics-symposium","ELIXIR-DE"
"1174","6457","An Introduction to Solving Biological Problems with R","ELIXIR-UK","15.06.2017","16.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","44","1","https://training.csx.cam.ac.uk/bioinformatics/event/1923763","ELIXIR-UK"
"1175","6456","Analysis of DNA Methylation using Sequencing","ELIXIR-UK","14.06.2017","14.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","30","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923832","ELIXIR-UK"
"1176","6454","An Introduction to Solving Biological Problems with Python","ELIXIR-UK","12.06.2017","13.06.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","31","1","https://training.csx.cam.ac.uk/bioinformatics/event/1923528","ELIXIR-UK"
"1177","6455","Metabolomics with the Q Exactive","ELIXIR-UK","12.06.2017","14.06.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Birmingham Metabolomics Training Centre University of Birmingham","United Kingdom","","Academia/ Research Institution","NA","NA","3","3","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1178","5818","Metabolomics course","ELIXIR-CH","12.06.2017","15.06.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics, CUSO/StarOmics","Switzerland","","Academia/ Research Institution","NA","NA","27","17","https://www.sib.swiss/training/course/2017-06-metabolomics","ELIXIR-CH"
"1179","6225","International Chemical Discovery and Design Course","ELIXIR-NL","12.06.2017","21.06.2017","10.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Radboudumc","Netherlands","","Academia/ Research Institution","NA","NA","","","https://www.biosb.nl/events/international-chemical-discovery-design-course-2/","ELIXIR-NL"
"1180","5974","CSAMA 2017 - Statistical Data Analysis for Genome Scale Biology","ELIXIR-DE","11.06.2017","15.06.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Italy","","Academia/ Research Institution","NA","NA","74","12","https://www.denbi.de/training-archive-sorted-according-by-date/2017/166-csama-2017-statistical-data-analysis-for-genome-scale-biology","ELIXIR-DE"
"1181","6453","Bacterial Genome Assembly and Annotation in Galaxy","ELIXIR-UK","08.06.2017","08.06.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","8","1","https://training.csx.cam.ac.uk/bioinformatics/event/2165950","ELIXIR-UK"
"1182","6311","Systems Medicine Conference and workshop","ELIXIR-SI","08.06.2017","09.06.2017","2.00 Days","Training - face to face","EXCELERATE","University of Ljubljana Faculty of Medicine","Slovenia","WP11 - eLearning, WP11 - TtR","Academia/ Research Institution","Data","Human Data","30","24","http://openmultimed.net/systems-medicine-conference-in-slovenia/","ELIXIR-SI"
"1183","5973","3rd Genomics training course","ELIXIR-DE","07.06.2017","09.06.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Gießen","Germany","","Academia/ Research Institution","NA","NA","31","4","https://www.denbi.de/training-archive-sorted-according-by-date/2017/260-3rd-genomics-training-course","ELIXIR-DE"
"1184","6165","Data Analysis boot camp","ELIXIR-FR","06.06.2017","15.06.2017","10.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Institute Pasteur","France","","","","","","","https://tess.elixir-europe.org/events/data-analysis-boot-camp","ELIXIR-FR"
"1185","6452","Multiple biofluid and tissue types, from sample preparation to analysis strategies","ELIXIR-UK","05.06.2017","07.06.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Birmingham Metabolomics Training Centre University of Birmingham","United Kingdom","","Academia/ Research Institution","NA","NA","3","3","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1186","5770","BrAPI BYOD Hackathon","ELIXIR-BE, ELIXIR-NL","30.05.2017","01.06.2017","3.00 Days","Hackathon","ELIXIR Node","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","Interoperability","Plant Sciences","21","2","https://www.elixir-europe.org/events/elixir-brapi-byodhackathon","ELIXIR-BE"
"1187","6451","Introduction to RNA-seq Data Analysis","ELIXIR-UK","29.05.2017","30.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","12","4","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1188","6164","Metabolomics Workshop","ELIXIR-FR","29.05.2017","02.06.2017","5.00 Days","Training - face to face","EXCELERATE, Non-ELIXIR/ Non-EXCELERATE funds","French Institute of Bioinformatics (IFB), Institut Pasteur","France","WP11 - TtR","Academia/ Research Institution","NA","NA","25","","http://www.france-bioinformatique.fr/fr/evenements/W4E2017","ELIXIR-FR"
"1189","6450","Ensembl REST API workshop","ELIXIR-UK","25.05.2017","26.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","10","2","https://training.csx.cam.ac.uk/bioinformatics/event/2027436","ELIXIR-UK"
"1190","5817","Good practices for reproducible NGS analysis","ELIXIR-CH","23.05.2017","23.05.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","15","1","https://www.sib.swiss/training/course/2017-05_GP-RNGSA","ELIXIR-CH"
"1191","6448","Introduction to genome variation analysis using NGS","ELIXIR-UK","18.05.2017","19.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","27","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923651","ELIXIR-UK"
"1192","6449","Linux for Genomics","ELIXIR-UK","18.05.2017","18.05.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","16","1","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1193","6196","EMBO practical course on Population Genomics: background and tools","ELIXIR-IT","18.05.2017","25.05.2017","8.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","CNR","Italy","","Academia/ Research Institution","NA","NA","24","9","https://github.com/ELIXIR-IIB-training/EMBOpopgen2017","ELIXIR-IT"
"1194","6447","EMBL-EBI: Network Analysis with Cytoscape and PSICQUIC","ELIXIR-UK","17.05.2017","17.05.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","25","1","https://training.csx.cam.ac.uk/bioinformatics/event/1991376","ELIXIR-UK"
"1195","6446","An Introduction to MATLAB for biologists","ELIXIR-UK","15.05.2017","16.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","30","2","https://training.csx.cam.ac.uk/bioinformatics/event/2059297","ELIXIR-UK"
"1196","5816","First steps in computational biology for RNA Research","ELIXIR-CH","15.05.2017","16.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","20","3","https://www.sib.swiss/training/course/2017-05_NCCR","ELIXIR-CH"
"1197","6283","Introduction to Bioinformatics using NGS data","ELIXIR-SE","15.05.2017","19.05.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NBIS, SciLifeLab","Sweden","","Academia/ Research Institution","NA","NA","20","12","https://www.scilifelab.se/events/ngsdatagbgvt17/","ELIXIR-SE"
"1198","5815","First Steps with UNIX in Life Sciences","ELIXIR-CH","09.05.2017","09.05.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","20","2","https://www.sib.swiss/training/course/2017-05_UNIX","ELIXIR-CH"
"1199","6282","Introduction to Genome Annotation","ELIXIR-SE","09.05.2017","11.05.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NBIS, SciLifeLab","Sweden","","Academia/ Research Institution","NA","NA","10","4","https://www.scilifelab.se/events/geneannvt17/","ELIXIR-SE"
"1200","6224","E-SCIENCE: COMPUTING FOR BIOMEDICAL RESEARCH","ELIXIR-NL","08.05.2017","12.05.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","AMC graduate school","Netherlands","","Academia/ Research Institution","NA","NA","","","https://www.dtls.nl/courses/e-science-computing-biomedical-research-2/","ELIXIR-NL"
"1201","6254","Entry Level Bioinformatics","ELIXIR-PT","08.05.2017","12.05.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","11","3","http://gtpb.igc.gulbenkian.pt/bicourses/2017/ELB17F/index.html","ELIXIR-PT"
"1202","6445","Analysis of RNA-seq data with Bioconductor","ELIXIR-UK","04.05.2017","05.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","43","4","https://training.csx.cam.ac.uk/bioinformatics/event/2036601","ELIXIR-UK"
"1203","6444","Analysis of small RNA-seq data","ELIXIR-UK","02.05.2017","03.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","40","6","https://training.csx.cam.ac.uk/bioinformatics/event/2010014","ELIXIR-UK"
"1204","5972","MoMA Workshop","ELIXIR-DE","02.05.2017","03.05.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","CSBD","Switzerland","","Academia/ Research Institution","NA","NA","17","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/258-moma-workshop","ELIXIR-DE"
"1205","6215","R tidyverse course","ELIXIR-LU","02.05.2017","05.05.2017","4.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","University of Luxembourg","Luxembourg","","Academia/ Research Institution","NA","NA","20","3","https://lsru.github.io/tv_course/","ELIXIR-LU"
"1206","5971","Proteomics and Metabolomics with OpenMS","ELIXIR-DE","01.05.2017","03.05.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Tübingen","United States","","Academia/ Research Institution","NA","Metabolomics","28","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/218-proteomics-and-metabolomics-with-openms","ELIXIR-DE"
"1207","6443","Working with Python: functions and modules","ELIXIR-UK","28.04.2017","28.04.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","21","2","https://training.csx.cam.ac.uk/bioinformatics/event/2052485","ELIXIR-UK"
"1208","5814","High Performance Computing (HPC) in Life Sciences: Vital-IT Infrastructure Training","ELIXIR-CH","27.04.2017","27.04.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","22","3","https://www.sib.swiss/training/course/2017-04-hpc-training","ELIXIR-CH"
"1209","6442","Statistical Analysis using R","ELIXIR-UK","26.04.2017","26.04.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","33","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923506","ELIXIR-UK"
"1210","6441","R object-oriented programming and package development","ELIXIR-UK","25.04.2017","25.04.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","33","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923421","ELIXIR-UK"
"1211","5970","Strategic workshop ""The future of metabolomics in ELIXIR""","ELIXIR-DE","25.04.2017","25.04.2017","1.00 Days","Knowledge exchange workshop","ELIXIR Hub","IPB Halle","Germany","","Academia/ Research Institution","NA","NA","","","https://f1000research.com/articles/6-1649/v2","ELIXIR-DE"
"1212","6440","Introduction to Linux and Workflows for Biologists","ELIXIR-UK","24.04.2017","28.04.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","20","2","https://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"1213","6439","Molecular Phylogenetics","ELIXIR-UK","19.04.2017","21.04.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","39","3","https://training.csx.cam.ac.uk/bioinformatics/event/2008248","ELIXIR-UK"
"1214","6163","INTERNATIONAL CONFERENCE ON HOLOBIONTS","ELIXIR-FR","19.04.2017","20.04.2017","2.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","","France","","","","","","","https://symposium.inra.fr/holobiont-paris2017","ELIXIR-FR"
"1215","6253","Analysis of Differential Expression with RNAseq","ELIXIR-PT","17.04.2017","20.04.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","19","3","http://gtpb.igc.gulbenkian.pt/bicourses/2017/ADER17/index.html","ELIXIR-PT"
"1216","6223","Translational Imaging Workshop by AMIE: From mouse to man","ELIXIR-NL","11.04.2017","14.04.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Molecular Medicine Postgraduate school","Netherlands","","Academia/ Research Institution","NA","NA","70","15","https://www.dtls.nl/courses/translational-imaging-workshop-amie-mouse-man-2/","ELIXIR-NL"
"1217","6437","An Introduction to Solving Biological Problems with Python","ELIXIR-UK","10.04.2017","11.04.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","36","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923495","ELIXIR-UK"
"1218","6438","Introduction to Python for Biologists","ELIXIR-UK","10.04.2017","14.04.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","20","2","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1219","6195","Computational approaches to the study of protein interactions and rational drug design","ELIXIR-IT","10.04.2017","13.04.2017","4.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","University of Padova, CNR","Italy","","Academia/ Research Institution","NA","NA","25","4","https://elixir-iib-training.github.io/website/2017/04/10/protein-interactions-padova.html","ELIXIR-IT"
"1220","6252","Advanced Biostatistics for Bioinformatics Tool Users using R","ELIXIR-PT","10.04.2017","13.04.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","8","2","http://gtpb.igc.gulbenkian.pt/bicourses/2017/ABSTAT17/index.html","ELIXIR-PT"
"1221","6436","An Introduction to Solving Biological Problems with R","ELIXIR-UK","06.04.2017","07.04.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","41","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923615","ELIXIR-UK"
"1222","6130","ELIXIR-EXCELERATE HPC Train-the-Researcher","ELIXIR-ES, ELIXIR-PT, ELIXIR-SI","06.04.2017","07.04.2017","2.00 Days","Training - blended","EXCELERATE","University of Malaga","Spain","WP11 - TtR, WP11 - eLearning","Academia/ Research Institution","NA","NA","20","5","https://elixir.mf.uni-lj.si/course/view.php?id=21","ELIXIR-ES"
"1223","6057","de.NBI - ELIXIR AAI Codefest - Make your services accessible via ELIXIR AAI","ELIXIR-DE, ELIXIR-FI, ELIXIR-CZ","04.04.2017","05.04.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","Germany","","Academia/ Research Institution","NA","NA","37","6","https://www.denbi.de/training-archive-sorted-according-by-date/2017/217-de-nbi-elixir-aai-codefest-make-your-services-accessible-via-elixir-aai","ELIXIR-DE"
